,ID,artist,song,link,text,album,released,genre,home_country,singer_age_at_release,entity,topic

68,69,Linkin Park,Don't Stay,/l/linkin+park/dont+stay_20083791.html,"Sometimes I need to remember just to breathe  
Sometimes I need you to stay away from me  
Sometimes I'm in disbelief, I didn't know  
Somehow I need you to go  
  
Don't stay  
Forget our memories  
Forget our possibilities  
What you were changing me into  
(Just give me myself back and)  
Don't stay  
Forget our memories  
Forget our possibilities  
Take all your faithlessness with you  
(Just give me myself back and)  
Don't stay  
  
Sometimes I feel like I trusted you too well  
Sometimes I just feel like screaming at myself  
Sometimes I'm in disbelief, I didn't know  
Somehow I need to be alone  
  
Don't stay  
Forget our memories  
Forget our possibilities  
What you were changing me into  
(Just give me myself back and)  
Don't stay  
Forget our memories  
Forget our possibilities  
Take all your faithlessness with you  
(Just give me myself back and)  
Don't stay  
  
I don't need you anymore, don't want to be ignored  
I don't need one more day, of you wasting me away  
I don't need you anymore, I don't want to be ignored  
I don't need one more day, of you wasting me away  
(With no apologies)  
  
Don't stay  
Forget our memories  
Forget our possibilities  
What you were changing me into  
(Just give me myself back and)  
Don't stay  
Forget our memories  
Forget our possibilities  
Take all your faithlessness with you  
(Just give me myself back control)  
Don't stay  
Don't stay  
Don't stay

",Meteora,2003,Alternative metal,United States,27,['1'],"['Indian television series', 'Literature', 'Novels', 'Fiction', 'Hindi-language television programs', 'Entertainment', 'Culture', 'Drama', 'Zee TV television series', 'Zee Entertainment Enterprises']"

69,70,Linkin Park,In The End,/l/linkin+park/in+the+end_20083783.html,"It starts with one thing  
I don't know why  
It doesn't even matter how hard you try  
Keep that in mind  
I designed this rhyme  
To explain in due time  
All I know  
Time is a valuable thing  
Watch it fly by as the pendulum swings  
Watch it count down to the end of the day  
The clock ticks life away  
  
It's so unreal  
Didn't look out below  
Watch the time go right out the window  
Trying to hold on, but you didn't even know  
Wasted it all just to watch you go  
I kept everything inside  
And even though I tried, it all fell apart  
What it meant to me  
Will eventually be a memory of a time when  
  
I tried so hard  
And got so far  
But in the end  
It doesn't even matter  
I had to fall  
To lose it all  
But in the end  
It doesn't even matter  
  
One thing, I don't know why  
It doesn't even matter how hard you try  
Keep that in mind  
I designed this rhyme  
To remind myself how  
I tried so hard  
In spite of the way you were mocking me  
Acting like I was part of your property  
Remembering all the times you fought with me  
I'm surprised it got so  
Things aren't the way they were before  
You wouldn't even recognize me anymore  
Not that you knew me back then  
But it all comes back to me in the end  
You kept everything inside  
And even though I tried, it all fell apart  
What it meant to me will eventually be a memory of a time when  
  
I tried so hard  
And got so far  
But in the end  
It doesn't even matter  
I had to fall  
To lose it all  
But in the end  
It doesn't even matter  
  
I've put my trust in you  
Pushed as far as I can go  
For all this  
There's only one thing you should know  
I've put my trust in you  
Pushed as far as I can go  
For all this  
There's only one thing you should know  
  
I tried so hard  
And got so far  
But in the end  
It doesn't even matter  
I had to fall  
To lose it all  
But in the end  
It doesn't even matter

",Hybrid Theory,2000,Alternative metal,United States,24,"['Clock', 'Pendulum', 'Time']","['Clock', 'Pendulum', 'Television episodes', 'American television episodes', 'Television series', 'Fiction', 'Horology', 'Literature', 'Entertainment', 'Machines']"

70,71,Linkin Park,What I've Done,/l/linkin+park/what+ive+done_20409023.html,"In this farewell  
There's no blood, there's no alibi  
'Cause I've drawn regret  
From the truth of a thousand lies  
So let mercy come and wash away  
What I've done  
  
I'll face myself to cross out what I've become  
Erase myself  
And let go of what I've done  
  
Put to rest what you thought of me  
While I clean this slate  
With the hands of uncertainty  
So let mercy come and wash away  
What I've done  
  
I'll face myself to cross out what I've become  
Erase myself  
And let go of what I've done  
  
For what I've done  
I start again  
And whatever pain may come  
Today this ends  
I'm forgiving what I've done  
  
I'll face myself to cross out what I've become  
Erase myself  
And let go of what I've done  
  
(Na na na, na na na, na na na, na na na)  
What I've done  
(Na na na, na na na, na na na, na na na)  
Forgiving what I've done  
(Na na na, na na na, na na na, na na na, na na na)  
(Na na na na)

",Minutes to Midnight,2007,Hard rock,United States,31,"['Slate', 'Alibi']","['Religion', 'Religious behaviour and experience', 'Religious belief and doctrine', 'Culture', 'Christianity', 'Abrahamic religions', 'Theology', 'Monotheistic religions', 'Religious rituals', 'Religious ethics']"

71,72,Linkin Park,Lies Greed Misery,/l/linkin+park/lies+greed+misery_21016049.html,"I'ma be that nail in your coffin  
Sayin' that I soften  
I was duckin' down to reload  
So you can save your petty explanations  
I don't have the patience  
  
Before you even say it I know  
You let your pride and your ego  
Talk slick to me no  
That is not the way I get down  
And look at how you lose your composure  
Now let me show ya exactly how the breaking point sound  
  
I wanna see you choke on your lies  
Swallow up your greed  
Suffer all alone in your misery  
Choke on your lies  
Swallow up your greed  
Suffer all alone in your misery  
  
What is it you want me to tell ya?  
I'm not the failure  
I would rather live and let be  
But you can't make the right kinda threat to  
Push me to let you  
No, you can't intimidate me  
You disrespect me so clearly  
Now you better hear me  
That is not the way it goes down  
You did it to yourself and it's over  
Now let me show ya exactly how the breaking point sounds  
  
I wanna see you choke on your lies  
Swallow up your greed  
Suffer all alone in your misery  
Choke on your lies  
Swallow up your greed  
Suffer all alone in your misery  
  
I wanna see you choke on your lies  
Swallow up your greed  
Suffer all alone in your misery  
Choke on your lies  
Swallow up your greed  
Suffer all alone in your misery  
  
You did it to yourself  
You did it to yourself  
You did it to yourself  
You did it to yourself  
  
You did it to yourself  
You did it to yourself  
You did it to yourself  
You did it to yourself  
  
I wanna see you choke on your lies  
Swallow up your greed  
Suffer all alone in your misery  
Choke on your lies  
Swallow up your greed  
Suffer all alone in your misery

",Living Things,2012,Hard rock,United States,36,"['Seven deadly sins', 'Pride', 'I wanna', 'Sayin']","['Seven deadly sins', 'Culture', 'Fiction', 'Television episodes', 'American television episodes', 'Christian hamartiology', 'Sin', 'Literature', 'Catholic doctrines', 'Entertainment']"

72,73,Maroon 5,If You Only Knew,/m/maroon+5/if+you+only+knew_10175490.html,"I wake up  
Thoughts of you  
Tattooed to my mind  
As I wonder  
What to wear  
What to eat  
Who to be  
Will I see you again  
  
And as my car breaks down  
I shake my head and say  
What a day  
  
If you only knew  
What I went through just to get to you  
I'm hanging from you  
And I'll hold on if you want me to  
  
Every bus, every train,  
Ever cab, every lane is jammed  
So I looked to the sky  
And I reached for the planes with my hands  
  
If all my days go wrong  
I'll think about last night  
It went right  
  
If you only knew  
What I went through just to get to you  
I'm hanging from you  
And I'll hold on if you want me to  
  
If you only knew  
What I went through just to get to you  
I'm swinging from you  
And there's nothing I would rather do

",Songs About Jane,2002,Pop rock,United States,23,"['Nothing', 'Bus', 'Sky', 'I wonder']","['Television episodes', 'American television episodes', 'Nothing', 'Entertainment', 'Fiction', 'Television series', 'Bus', 'Literature', 'Sky', 'Recorded music']"

73,74,Maroon 5,One More Night,/m/maroon+5/one+more+night_21021795.html,"You and I go hard at each other like we're going to war  
You and I go rough, we keep throwing things and slamming the door  
You and I get so damn dysfunctional, we start keeping score  
You and I get sick, yeah I know that we can't do this no more  
  
But baby there you go again, there you go again, making me love you  
Yeah I stopped using my head, using my head, let it all go  
Got you stuck on my body, on my body like a tattoo  
And now I'm feeling stupid, feeling stupid coming back to you  
  
So I cross my heart and I hope to die  
That I'll only stay with you one more night  
And I know I said it a million times  
But I'll only stay with you one more night  
  
Try to tell you no but my body keeps on telling you yes  
Try to tell you stop but your lipstick got me so out of breath  
I'll be waking up in the morning probably hating myself  
And I'll be waking up feeling satisfied but guilty as hell  
  
But baby there you go again, there you go again, making me love you  
And I stopped using my head, using my head, let it all go  
Got you stuck on my body, on my body like a tattoo  
And now I'm feeling stupid, feeling stupid running back to you  
  
So I cross my heart and I hope to die  
That I'll only stay with you one more night  
And I know I said it a million times  
But I'll only stay with you one more night  
  
Yeah baby give me one more night  
Yeah baby give me one more night  
Yeah baby give me one more night  
  
Baby there you go again, there you go again, making me love you  
And I stopped using my head, using my head, let it all go  
Got you stuck on my body, on my body like a tattoo  
Yeah, yeah, yeah, yeah  
  
So I cross my heart and I hope to die  
That I'll only stay with you one more night  
And I know I said it a million times  
But I'll only stay with you one more night  
(Yeah baby give me one more night)  
  
So I cross my heart and I hope to die  
That I'll only stay with you one more night  
And I know I said it a million times  
But I'll only stay with you one more night

",Overexposed,2012,Pop,United States,33,"['Hell', 'Tattoo', 'Door', 'Running back']","['Television episodes', 'American television episodes', 'Hell', 'Tattoo', 'Television series', 'Entertainment', 'Fiction', 'Creative works', 'Literature', 'Speculative fiction']"

74,75,Maroon 5,Fortune Teller,/m/maroon+5/fortune+teller_21016125.html,"I'm not a fortune teller, I won't be bringing news  
Of what tomorrow brings, I'll leave that up to you  
I'm not a fortune teller, don't have a crystal ball  
I can't predict the future, can't see nothing at all  
  
It doesn't mean I'm afraid of all the things that you say  
But I just think we should stay stuck in the moment today  
And as the seasons roll by, no matter how hard I try  
Summer will end and the leaves will turn again  
  
I don't know why you're acting like this  
I don't know why you had to do it again  
Why'd you have to go and ruin the night  
Don't worry about tomorrow's mess  
  
I never know how the future will go  
I don't know what to tell you, I'm not a fortune teller  
I'll never change, but I want you to stay  
I don't know what to tell you, I'm not a fortune teller  
  
I don't like watching TV, I don't know what it all means  
And your American dream, baby it just isn't me  
I know that what I'm thinking may not be on your mind  
I know the song I'm singing is not your favorite kind  
  
It doesn't mean I'm afraid of all the things that you say  
But I just think we should stay stuck in the moment today  
And as the seasons roll by, no matter how hard I try  
Summer will end and the leaves will turn again  
  
I don't know why you're acting like this  
I don't know why you had to do it again  
Why'd you have to go and ruin the night  
Don't worry about tomorrow's mess  
  
I never know how the future will go  
I don't know what to tell you, I'm not a fortune teller  
I'll never change, but I want you to stay  
I don't know what to tell you, I'm not a fortune teller  
  
This feeling keeps growing  
These rivers keep flowing  
How can I have answers  
When you drown me in questions  
  
I never know how the future will go  
I don't know what to tell you, I'm not a fortune teller  
I'll never change, but I want you to stay  
And I don't know what to tell you, I'm not a fortune teller  
  
I'll never know how the future will go  
I don't know what to tell you, I'm not a fortune teller  
I never change, but I want you to stay  
I don't know what to tell you, I'm not a fortune teller

",Overexposed,2012,Pop,United States,33,"['Fortune-telling', 'Dream', 'Mind', 'Nothing', 'American Dream', 'Crystal ball', 'United States']","['Fortune-telling', 'Dream', 'Television episodes', 'Mind', 'American television episodes', 'Nothing', 'American Dream', 'Television series', 'Crystal ball', 'Entertainment']"

75,76,Maroon 5,Moves Like Jagger,/m/maroon+5/moves+like+jagger_20984325.html,"Just shoot for the stars if it feels right  
And aim for my heart if you feel like it  
Take me away and make it okay  
I swear I'll behave  
  
You wanted control so we waited  
I put on a show now we're naked  
You say I'm a kid my ego is big  
I don't give a shit and it goes like this  
  
Take me by the tongue and I'll know you  
Kiss me 'til you're drunk and I'll show you all the moves like Jagger  
I've got the moves like Jagger  
I've got the moves like Jagger  
  
I don't need to try to control you  
Look into my eyes and I'll own you with them moves like Jagger  
I've got the moves like Jagger  
I've got the moves like Jagger  
  
Baby it's hard when you feel like  
You're broken and scarred  
Nothing feels right, but when you're with me  
I make you believe that I've got the key  
  
Oh, so get in the car we can ride it  
Wherever you want get inside it  
And you want to steer, but I'm shifting gear  
I'll take it from here oh yeah yeah and it goes like this  
  
Take me by the tongue and I'll know you  
Kiss me 'til you're drunk and I'll show you all the moves like Jagger  
I've got the moves like Jagger  
I've got the moves like Jagger  
  
I don't need to try to control you  
Look into my eyes and I'll own you with them moves like Jagger  
I've got the moves like Jagger  
I've got the moves like Jagger  
  
You want to know how to make me smile  
Take control, own me just for the night  
But if I share my secret you're gonna have to keep it  
Nobody else can see this  
  
So watch and learn I won't show you twice  
Head to toe, ooh baby, rub me right  
But if I share my secret you're gonna have to keep it  
Nobody else can see this  
  
And it goes like this  
  
Take me by the tongue and I'll know you  
Kiss me 'til you're drunk and I'll show you all the moves like Jagger  
I've got the moves like Jagger  
I've got the moves like Jagger  
  
I don't need to try to control you  
Look into my eyes and I'll own you with them moves like Jagger  
I've got the moves like Jagger  
I've got the moves like Jagger

",Hands All Over,2010,Pop,United States,31,"['Moves like Jagger', 'Take It From Here', 'Nothing']","['Moves like Jagger', 'Television episodes', 'American television episodes', 'Take It From Here', 'Television series', 'Entertainment', 'Recorded music', 'Songs about The Rolling Stones', 'Nothing', 'Cultural depictions of The Rolling Stones']"

76,77,Maroon 5,Sad,/m/maroon+5/sad_21016126.html,"Man, it's been a long day  
Stuck thinking 'bout it driving on the freeway  
Wondering if I really tried everything I could  
Not knowing if I should try a little harder  
  
Ooh, but I'm scared to death  
That there may not be another one like this  
And I confess  
That I'm only holding on by a thin, thin thread  
I'm kicking the curb 'cause you never heard  
The words that you needed so bad  
And I'm kicking the dirt 'cause I never gave you  
The things that you needed to have  
I'm so sad, sad  
  
Man, it's been a long night  
Just sitting here trying not to look back  
Still looking at the road we never drove on  
And wondering if the one I chose was the right one  
  
Ooh, but I'm scared to death  
That there may not be another one like this  
And I confess  
That I'm only holding on by a thin, thin thread  
I'm kicking the curb 'cause you never heard  
The words that you needed so bad  
And I'm kicking the dirt 'cause I never gave you  
The things that you needed to have  
I'm so sad, sad  
  
So sad, so sad  
  
Ooh, but I'm scared to death  
That there may not be another one like this  
And I confess  
That I'm only holding on by a thin, thin thread  
I'm kicking the curb 'cause you never heard  
The words that you needed so bad  
And I'm kicking the dirt 'cause I never gave you  
The things that you needed to have  
  
And I'm kicking the curb 'cause you never heard  
The words that you needed so bad  
I'm so sad, so sad

",Overexposed,2012,Pop,United States,33,['Controlled-access highway'],"['Fiction', 'Entertainment', 'Literature', 'Recorded music', 'Creative works', 'Albums', 'Controlled-access highway', 'Music media', 'Culture', 'Television series']"

77,78,Maroon 5,This Love,/m/maroon+5/this+love_20089516.html,"I was so high, I did not recognize  
The fire burning in her eyes  
The chaos that controlled my mind  
Whispered goodbye as she got on a plane  
Never to return again  
But always in my heart  
  
[Chorus]  
This love has taken it's toll on me  
She said goodbye too many times before  
And her heart is breaking in front of me  
I have no choice 'cause I won't say goodbye anymore  
  
I tried my best to feed her appetite  
Keep her coming every night  
So hard to keep her satisfied  
Kept playing love like it was just a game  
Pretending to feel the same  
Then turn around and leave again  
  
[Chorus]  
  
I'll fix these broken things  
Repair your broken wings  
And make sure everything is alright  
My pressure on your hips  
Sinking my fingertips  
Into every inch of you  
'Cause I know that's what you want me to do  
  
[Chorus]

",Songs About Jane,2002,Pop rock,United States,23,"['Appetite', 'Refrain']","['Entertainment', 'Fiction', 'Literature', 'Television series', 'Culture', 'Drama', 'Novels', 'Recorded music', 'Novel series', 'Appetite']"

78,79,Metallica,Frantic,/m/metallica/frantic_10178908.html,"If I could have my wasted days back  
Would I use them to get back on track?  
Stop to warm at karmas burning  
Or look ahead, but keep on turning?  
  
Do I have the strength  
To know how I'll go?  
Can I find it inside  
To deal with what I shouldn't know?  
  
Could I have my wasted days back  
Would I use them to get back on track?  
  
You live it or lie it!  
  
My lifestyle determines my deathstyle  
  
Keep searching, keep on searching  
This search goes on, this search goes on  
  
Frantic tick tick tick tick tick tick tock  
Frantic tick tick tick tick tick tick tock  
  
I've worn out always being afraid  
An endless stream of fear that I've made  
Treading water full of worry  
This frantic tick tick talk of hurry  
  
Do I have the strength  
To know how I'll go?  
Can I find it inside  
To deal with what I shouldn't know  
  
Worn out always being afraid  
An endless stream of fear that I've made  
  
You live it or lie it!  
  
My lifestyle determines my deathstyle  
  
Keep searching, keep on searching  
This search goes on, this search goes on  
  
Frantic tick tick tick tick tick tick tock  
Frantic tick tick tick tick tick tick tock  
  
My lifestyle (Birth is pain)  
Determines by deathstyle (Life is pain)  
A rising tide (Death is pain)  
That pushes to the other side (It's all the same)

",St. Anger,2003,Metal,United States,40,"['Karma', 'Tide', 'Stream', 'Frantic']","['Entertainment', 'Television episodes', 'American television episodes', 'Fiction', 'Karma', 'Novels', 'Tide', 'Creative works', 'Speculative fiction', 'Literature']"

79,80,Michael Jackson,Beat It,/m/michael+jackson/beat+it_20092702.html,"They told him don't you ever come around here  
Don't want to see your face, you better disappear  
The fire's in their eyes and their words are really clear  
So beat it, just beat it  
  
You better run, you better do what you can  
Don't want to see no blood, don't be a macho man  
You want to be tough, better do what you can  
So beat it, but you want to be bad  
  
Just beat it, beat it, beat it, beat it  
No one wants to be defeated  
Showin' how funky and strong is your fight  
It doesn't matter who's wrong or right  
Just beat it, beat it  
Just beat it, beat it  
Just beat it, beat it  
Just beat it, beat it  
  
They're out to get you, better leave while you can  
Don't want to be a boy, you want to be a man  
You want to stay alive, better do what you can  
So beat it, just beat it  
  
You have to show them that you're really not scared  
You're playin' with your life, this ain't no truth or dare  
They'll kick you, then they beat you,  
Then they'll tell you it's fair  
So beat it, but you want to be bad  
  
Just beat it, beat it, beat it, beat it  
No one wants to be defeated  
Showin' how funky and strong is your fight  
It doesn't matter who's wrong or right  
  
Just beat it, beat it, beat it, beat it  
No one wants to be defeated  
Showin' how funky and strong is your fight  
It doesn't matter who's wrong or right  
  
Just beat it, beat it, beat it, beat it  
No one wants to be defeated  
Showin' how funky and strong is your fight  
It doesn't matter who's wrong or right  
Just beat it, beat it  
Beat it, beat it, beat it  
  
No one wants to be defeated  
Showin' how funky and strong is your fight  
It doesn't matter who's wrong or who's right  
  
Just beat it, beat it, beat it, beat it  
No one wants to be defeated  
Showin' how funky and strong is your fight  
It doesn't matter who's wrong or right  
  
Just beat it, beat it, beat it, beat it  
No one wants to be defeated  
Showin' how funky and strong is your fight  
It doesn't matter who's wrong or right  
Just beat it, beat it  
Beat it, beat it, beat it

",Thriller,1982,Pop,United States,24,['Truth or dare?'],"['Television episodes', 'American television episodes', 'Fiction', 'Television series', 'Entertainment', 'Novels', 'Literature', 'Creative works', 'Speculative fiction', 'Elements of fiction']"

80,81,Michael Jackson,Billie Jean,/m/michael+jackson/billie+jean_20092703.html,"She was more like a beauty queen from a movie scene  
I said don't mind, but what do you mean, I am the one  
Who will dance on the floor in the round  
She said I am the one, who will dance on the floor in the round  
  
She told me her name was Billie Jean, as she caused a scene  
Then every head turned with eyes that dreamed of being the one  
Who will dance on the floor in the round  
  
People always told me be careful of what you do  
And don't go around breaking young girls' hearts  
And mother always told me be careful of who you love  
And be careful of what you do 'cause the lie becomes the truth  
  
Billie Jean is not my lover  
She's just a girl who claims that I am the one  
But the kid is not my son  
She says I am the one, but the kid is not my son  
  
For forty days and forty nights  
The law was on her side  
But who can stand when she's in demand  
Her schemes and plans  
'Cause we danced on the floor in the round  
So take my strong advice, just remember to always think twice  
(Don't think twice, don't think twice)  
  
She told my baby we'd danced till three, then she looked at me  
Then showed a photo my baby cried his eyes were like mine (oh, no!)  
'Cause we danced on the floor in the round, baby  
  
People always told me be careful of what you do  
And don't go around breaking young girls' hearts  
She came and stood right by me  
Just the smell of sweet perfume  
This happened much too soon  
She called me to her room  
  
Billie Jean is not my lover  
She's just a girl who claims that I am the one  
But the kid is not my son  
  
Billie Jean is not my lover  
She's just a girl who claims that I am the one  
But the kid is not my son  
She says I am the one, but the kid is not my son  
  
She says I am the one, but the kid is not my son  
  
Billie Jean is not my lover  
She's just a girl who claims that I am the one  
But the kid is not my son  
She says I am the one, but the kid is not my son  
  
She says I am the one,  
(you know what you did, (she says he is my son)breaking my heart babe)  
She says I am the one  
  
Billie Jean is not my lover  
Billie Jean is not my lover  
Billie Jean is not my lover  
Billie Jean is not my lover (don't Billie Jean)  
Billie Jean is not my lover  
Billie Jean is not my lover

",Thriller,1982,Pop,United States,24,"['Billie Jean', 'Truth', 'Perfume', 'Beauty pageant', '40']","['Billie Jean', 'Fiction', 'Literature', 'Entertainment', 'Truth', 'Perfume', 'Creative works', 'Beauty pageant', 'Culture', 'Novels']"

81,82,Michael Jackson,Happy,/m/michael+jackson/happy_20092761.html,"I've played the game of love before  
Too young to know  
How hard the fall could be  
I never thought I'd try again  
Somehow you brought  
The gambler out in me  
  
You can deal me in this time around  
Even though the odds are high  
We'll play them down  
You may be a chance I need to take  
And the hand I'm holdin' says it's no mistake  
  
Happy is the way I'm feelin'  
And I know it comes from being with you  
All at once my life is changin'  
And I know it's cause I'm fallin' in love  
With you  
Fallin' in love with you  
Fallin' in love  
Fallin' in love with you  
  
If this is luck then let it ride  
If it's the stars  
They're surely on my side  
I've never been so satisfied  
By love before  
For all the times I've tried  
  
These beginnings could mean more  
Than the brief affair I bargained for  
Little did I know when we began  
That my time had come to win a hand  
  
Happy is the way I'm feelin'  
And I know it comes from being with you  
All at once my life is changin'  
And I know it's cause I'm fallin' in love  
With you  
Fallin' in love with you  
Fallin' in love  
Fallin' in love with you  
  
Please forgive me if I seem  
To be walking through a waking dream  
Laughter never came so easily  
There's a freedom here that's new to me  
  
Happy is the way I'm feelin'  
And I know it comes from being with you  
All at once my life is changin'  
And I know it's cause I'm fallin' in love  
With you  
Fallin' in love with you  
Fallin' in love  
Fallin' in love with you  

",Music & Me,1973,Classic soul,United States,15,"['Gambling', 'Fallin', 'Little']","['Entertainment', 'American television episodes', 'Television episodes', 'Fiction', 'Television series', 'Albums', 'Culture', 'Gambling', 'Creative works', 'Recorded music']"

82,83,Michael Jackson,Dear Michael,/m/michael+jackson/dear+michael_20092683.html,"She wrote ""Dear Michael  
You'll probably never get this letter  
Michael, I wrote you a hundred times before  
Knowing how I feel  
I'll write a hundred more""  
  
""Dear Michael, every time your record's on  
(Michael Michael)  
Michael, I close my eyes and sing along  
Dreaming you're singing to me.""  
  
And then she wrote,  
""Michael, I love you  
I held the tears back long as I can  
I'm sealing my feelings in this envelope  
'Cause I want to be more than just your number one fan""  
  
I'm gonna answer your letter  
(Michael Michael)  
I'll start beginning with the ABC's of loving you  
(I love ya)  
(She wrote)  
(Michael Michael)  
(I love ya)  
Your letter really touched my heart  
(She wrote)  
I've been dreaming of meeting the picture  
That you send along, signed with all your love  
(Michael Michael)  
(I wrote ya)  
(She wrote)  
  
I'm gonna write you back, ouuh, I promess you that  
(Won't you write me back?, please write me back)  
  
Girl, I think I love you  
(Michael Michael)  
Hurry, hurry mister postman, take my letter, tell her I love her  
(She wrote)  
(Won't you write me back, please write me back)  
(Michael Michael)  
(She wrote)  
  
Hurry, hurry mister postman, take my letter tell her I love her  
(Won't you write me back, please write me back)  
  
(Michael Michael)  
Yeah,  
(I wrote you)  
(She wrote)  
I'm gonna write you back  
I promess you that

","Forever, Michael",1975,Classic soul,United States,17,"['American Broadcasting Company', 'Mail carrier', 'Michael', 'Girl', 'mister']","['Recorded music', 'Albums', 'Music media', 'Pop music', 'Sound recording', 'Music industry', 'Popular music', 'Entertainment', 'Music', 'Television episodes']"

83,84,Michael Jackson,Man In The Mirror,/m/michael+jackson/man+in+the+mirror_20092566.html,"I'm gonna make a change  
For once in my life  
It's gonna feel real good  
Gonna make a difference  
Gonna make it right  
  
As I, turn up the collar on  
My favorite winter coat  
This wind is blowing my mind  
I see the kids in the streets  
With not enough to eat  
Who am I to be blind?  
Pretending not to see their needs  
  
A summer disregard, a broken bottle top  
And a one man soul  
They follow each other on the wind ya' know  
'Cause they got nowhere to go  
That's why I want you to know  
  
I'm starting with the man in the mirror  
I'm asking him to change his ways  
And no message could have been any clearer  
If you want to make the world a better place  
Take a look at yourself, and then make a change  
  
I've been a victim of a selfish kind of love  
It's time that I realize  
That there are some with no home, not a nickel to loan  
Could it be really me, pretending that they're not alone?  
  
A willow deeply scarred, somebody's broken heart  
And a washed-out dream  
They follow the pattern of the wind ya' see  
'Cause they got no place to be  
That's why I'm starting with me  
  
I'm starting with the man in the mirror  
I'm asking him to change his ways  
And no message could have been any clearer  
If you want to make the world a better place  
Take a look at yourself, and then make a change  
  
I'm starting with the man in the mirror  
I'm asking him to change his ways  
And no message could have been any clearer  
If you want to make the world a better place  
Take a look at yourself and then make that  
Change!  
  
I'm starting with the man in the mirror  
(Oh yeah!)  
I'm asking him to change his ways  
(Better change!)  
No message could have been any clearer  
If you want to make the world a better place  
Take a look at yourself and then make the change)  
You gotta get it right, while you got the time  
You can't close your, your mind!  
  
(Then you close your, mind!)  
That man, that man, that man, that man  
With the man in the mirror  
(Man in the mirror, oh yeah!)  
That man, that man, that man  
I'm asking him to change his ways  
(Better change!)  
No message could have been any clearer  
If you want to make the world a better place  
Take a look at yourself and then make the change  
  
Oh no, no no  
  
I'm gonna make a change  
It's gonna feel real good!  
Chime on!  
(Change)  
Just lift yourself  
You know  
You've got to stop it  
Yourself!  
(Yeah! Make that change!)  
I've got to make that change, today!  
Hoo!  
(Man in the mirror)  
You got to  
You got to not let yourself  
Brother  
Hoo!  
(Yeah! Make that change!)  
You know, I've got to get  
That man, that man  
(Man in the mirror)  
You've got to move! Chime on!  
Chime on!  
You got to  
Stand up! Stand up! Stand up!  
(Yeah! Make that change)  
Stand up and lift yourself, now!  
(Man in the mirror)  
You know it!  
You know it!  
You know it!  
You know it  
(Change)  
Make that change

",Bad,1988,"R&B, gospel",United States,30,"['Man in the Mirror', 'Nickel']","['Man in the Mirror', 'Recorded music', 'Albums', 'Music media', 'Rock music', 'Popular music', 'Sound recording', 'Entertainment', 'Music', 'Music industry']"

84,85,Michael Jackson,Off The Wall,/m/michael+jackson/off+the+wall_20092778.html,"When the world is on your shoulder  
Gotta straighten up your act and boogie down  
If you can't hang with the feelin'  
Then there ain't no room for you this part of town  
'Cause we're the party people night and day  
Livin' crazy that's the only way  
  
[Chorus]  
So tonight gotta leave that nine to five upon the shelf  
And just enjoy yourself  
Groove, let the madness in the music get to you  
Life ain't so bad at all  
If you live it off the wall  
Life ain't so bad at all (live life off the wall)  
Live your life off the wall (live it off the wall)  
  
You can shout out all you want to  
'Cause there ain't no sin in folks all getting loud  
If you take the chance and do it  
There there ain't no one who's gonna put you down  
'Cause we're the party people night and day  
Livin' crazy that's the only way  
  
[Chorus]  
  
Do what you want to do  
There ain't no rules it's up to you (ain't no rules it's all up to you)  
It's time to come alive  
And party on right through the night (all right)  
  
Gotta hide your inhibitions  
Gotta let that fool loose deep inside your soul  
Want to see an exhibition  
Better do it now before you get too old  
'Cause we're the party people night and day  
Livin' crazy that's the only way  
  
[Chorus]  
  
So tonight gotta leave that nine to five upon the shelf  
And just enjoy yourself  
Come on and groove (yeah) and let the madness in the music get to you  
Life ain't so bad at all  
If you live it off the wall  
  
So tonight gotta leave that nine to five upon the shelf  
And just enjoy yourself  
Come on and groove (yeah) and let the madness in the music get to you  
Life ain't so bad at all  
If you live it off the wall

",Off The Wall,1979,Pop,United States,21,"['Soul', 'Sin', 'Refrain', 'Life', 'Livin', 'Better']","['Recorded music', 'Popular music', 'Music', 'Albums', 'Music media', 'Pop music', 'American musicians', 'Songs', 'Music industry', 'Contemporary music']"

85,86,Michael Jackson,State Of Shock,/m/michael+jackson/state+of+shock_20486414.html,"Gotta be mine  
'Cos you're so fine  
I like your style, hey  
It makes me wild  
You give it to me good, wow  
Just like you know you should  
Get me on my knees  
Please, baby, please, listen, listen, listen, yeah  
  
You look so great, everytime I see your face  
You put me in a state, uh, uh, uh, uh  
A state of shock  
  
Please, ooh, ow  
Let it rip, ow, I like it  
Ow  
  
You put me on my knees  
Please, baby, please  
I know you like to tease  
Please, baby, please, wow, wow  
  
So give it to me good, do it, do it  
Just like you know you should, yeah, hey  
I love the way you walk  
Talk baby talk, listen, listen  
  
You look so great, everytime I see your face  
You put me in a state, uh, uh, uh, uh  
A state of shock  
  
Wow, I got it  
Hey, a state of shock  
Ow  
Wow  
Ow, give it to me baby  
  
Yeah, a state of shock  
Hey, listen, ow  
Drive me wild  
Ow, let me see you walk baby  
A state of shock  
Wow  
Uh, uh, uh, uh  
A state of shock  
A state of shock  
Everybody sing with me, listen  
  
Nah, nah, nah, nah, nah, nah, nah, nah  
Nah, nah, nah, nah, nah, nah, nah, nah  
Nah, nah, nah, nah, nah, nah, nah, nah  
Wow  
Nah, nah, nah, nah  
